"id","slang","formal"
"3363","gaprgi","tidak pergi"
"3364","aaahh","ah"
"3365","pa2","apa-apa"
"3366","dtunggu","ditunggu"
"3367","masa2","masa-masa"
"3368","kepikir","terpikir"
"3369","seruuu","seru"
"3370","emeshh","gemas"
"3371","kaya","seperti"
"3372","astagaaaaaa","astaga"
"3373","pacarn","pacaran"
"3374","ktg","kita"
"3375","pacaranya","pacarannya"
"3376","mbaak","mbak"
"3377","ngalah","mengalah"
"3378","de","deh"
"3379","pacarane","pacarannya"
"3380","rusakkk","rusak"
"3381","yaaampunnn","ya ampun"
"3382","tuwek","tua"
"3383","mukae","mukanya"
"3384","ultahe","ultahnya"
"3385","kliatanya","kelihatannya"
"3386","pcaranya","pacarannya"
"3387","bermaksut","bermaksud"
"3388","tampialannya","tampilannya"
"3389","nikaah","nikah"
"3390","anak""""","anak-anak"
"3391","pankapan","kapan-kapan"
"3392","ngumbar","mengumbar"
"3393","dhpusin","dihapuskan"
"3394","istiqomah","istikamah"
"3395","mnutup","menutup"
"3396","bngatt","banget"
"3397","dii","di"
"3398","ooh","oh"
"3399","hapusin","hapuskan"
"3400","lohhh","loh"
"3401","ngeuh","engah"
"3402","sneng","senang"
"3403","mutusin","memutuskan"
"3404","ngapus","menghapus"
"3405","awl","awal"
"3406","hrus","harus"
"3407","bngkit","bangkit"
"3408","mncoba","mencoba"
"3409","wahhh","wah"
"3410","mutuain","memutuskan"
"3411","smw","semua"
"3412","geuliiiiiiis","geulis"
"3413","euyyyyy","euy"
"3414","uuh","uh"
"3415","ngirim","mengirim"
"3416","ngidam","mengidam"
"3417","waah","wah"
"3418","sampis","sampah habis"
"3419","maapin","maafi"
"3420","ngebala","bala"
"3421","mampuussss","mampus"
"3422","diihhhh","dih"
"3423","hrusnya","harusnya"
"3424","sabal","sabar"
"3425","udahlah","sudahlah"
"3426","kauuuu","kau"
"3427","sabaro","sabar"
"3428","eehhh","eh"
"3429","iiii","ih"
"3430","kreative","kreatif"
"3431","bangrt","banget"
"3432","azekkkk","asik"
"3433","kuaaatt","kuat"
"3434","bhet","banget"
"3435","inggrisny","inggrisnya"
"3436","dsna","disana"
"3437","iyaap","iya"
"3438","mksih","terima kasih"
"3439","nga","tidak"
"3440","canyk","cantik"
"3441","prodac","produk"
"3442","nyesell","menyesal"
"3443","ciyusss","serius"
"3444","cyin","cinta"
"3445","bangetttttttt","banget"
"3446","sexi","seksi"
"3447","bundaaaa","bunda"
"3448","bangget","banget"
"3449","bettt","banget"
"3450","cantiiillx","cantik"
"3451","brapa","berapa"
"3452","alaami","alami"
"3453","sabaarrr","sabar"
"3454","cantiiiikk","cantik"
"3455","bangeeeeetttt","banget"
"3456","cannntikk","cantik"
"3457","banggett","banget"
"3458","thnan","tahunan"
"3459","cuantik","cantik"
"3460","segerr","segar"
"3461","wouww","wow"
"3462","cantiiikkk","cantik"
"3463","pen","ingin"
"3464","catokin","catok"
"3465","ikut2an","ikut-ikutan"
"3466","comment2nya","komentar-komentarnya"
"3467","teman2","teman-teman"
"3468","besar2an","besar-besaran"
"3469","knsul","konsultasi"
"3470","brhasil","berhasil"
"3471","hilangin","menghilangkan"
"3472","kontak2","kontak-kontak"
"3473","dptnya","dapatnya"
"3474","applikasi","aplikasi"
"3475","kereeeeen","keren"
"3476","bngeet","banget"
"3477","gemesinnnnn","menggemaskan"
"3478","ongkiir","ongkir"
"3479","ajaibbbbb","ajaib"
"3480","saayyyyy","say"
"3481","lohhhh","loh"
"3482","ganteung","ganteng"
"3483","bhgia","bahagia"
"3484","iiiiiiiiii","ih"
"3485","lucuukk","lucu"
"3486","keciil","kecil"
"3487","yakinn","yakin"
"3488","pentass","pentas"
"3489","ngarep","mengharap"
"3490","lucu2","lucu-lucu"
"3491","testinya","testimoninya"
"3492","mengirusi","mengurusi"
"3493","khdpn","kehidupan"
"3494","ngelawan","melawan"
"3495","betuuuuulllllllllllllllll","betul"
"3496","bisax","bisanya"
"3497","klmbutan","kelembutan"
"3498","seburuk2","seburuk-buruk"
"3499","diingetin","diingatkan"
"3500","ngeriiiiii","ngeri"
"3501","nich","nih"
"3502","akhlah","akhlak"
"3503","elo2","lo-lo"
"3504","mandiin","memandikan"
"3505","nguburin","menguburkan"
"3506","ngebedain","membedakan"
"3507","urusanny","urusannya"
"3508","tuhanny","tuhannya"
"3509","brtngkar","bertengkar"
"3510","pndapat","pendapat"
"3511","looh","loh"
"3512","sharusnya","seharusnya"
"3513","mngkannya","mangkanya"
"3514","nyia2in","menyia-nyiakan"
"3515","brarti","berarti"
"3516","mndpat","mendapat"
"3517","kpuasan","kepuasan"
"3518","sgampang","segampang"
"3519","mlepaskan","melepaskan"
"3520","trll","terlalu"
"3521","sndr","sendiri"
"3522","sellow","selow"
"3523","sbbrnya","sebenarnya"
"3524","kasar2","kasar-kasar"
"3525","semangattt","semangat"
"3526","testi","testimoni"
"3527","banyaak","banyak"
"3528","bujukk","bujuk"
"3529","d.apa","diapa"
"3530","apain","apai"
"3531","dsar","dasar"
"3532","benetaran","benaran"
"3533","bneran","benaran"
"3534","si","sih"
"3535","kraya","karya"
"3536","brg","bareng"
"3537","ngebantu","membantu"
"3538","janjutin","lanjutkan"
"3539","kepppoin","kepoi"
"3540","recommendasi","rekomendasi"
"3541","btulan","betulan"
"3542","kha","kah"
"3543","s","si"
"3544","tutupin","menutupi"
"3545","wik","wig"
"3546","ithu","itu"
"3547","botakin","botaki"
"3548","botakkkk","botak"
"3549","bnrn","benaran"
"3550","week","wig"
"3551","gawul","gaul"
"3552","modes","modis"
"3553","brayyy","bray"
"3554","kcantikan","kecantikan"
"3555","bronis","brondong manis"
"3556","gapunya","tidak punya"
"3557","bkln","bakalan"
"3558","kecantikanga","kecantikannya"
"3559","hiii","hai"
"3560","piiiilih","pilih"
"3561","deeh","deh"
"3562","zama","zaman"
"3563","gnti","ganti"
"3564","nmnya","namanya"
"3565","tapo","tapi"
"3566","gkk","tidak"
"3567","petinggi2","petinggi-petinggi"
"3568","wota2","wota-wota"
"3569","indefendet","independen"
"3570","tempat2","tempat-tempat"
"3571","taik","tahi"
"3572","yuuuukkk","yuk"
"3573","dituutup","ditutup"
"3574","ngayal","mengkhayal"
"3575","smvk","sempak"
"3576","knyataan","kenyataan"
"3577","njrittt","anjir"
"3578","selmt","selamat"
"3579","taz","atas"
"3580","klhran","kelahiran"
"3581","pertma","pertama"
"3582","kelahuran","kelahiran"
"3583","pertamany","pertamanya"
"3584","mamax","mamanya"
"3585","ankx","anaknya"
"3586","cantip","cantik"
"3587","klahiran","kelahiran"
"3588","slmat","selamat"
"3589","mmbanggakan","membanggakan"
"3590","ortuny","orang tuanya"
"3591","selmat","selamat"
"3592","bnda","bunda"
"3593","nyah","nya"
"3594","prtamax","pertamanya"
"3595","moqa","moga"
"3596","yq","yang"
"3597","brbakti","berbakti"
"3598","gewlaaaaa","gila"
"3599","basodaraa","bersaudara"
"3600","hargs","harga"
"3601","perhatiin","perhatikan"
"3602","abal2","abal-abal"
"3603","bantuim","bantu"
"3604","adl","adalah"
"3605","pelwak","pelawak"
"3606","suces","sukses"
"3607","sucses","sukses"
"3608","garemin","garami"
"3609","gapake","tidak pakai"
"3610","ngiringan","mengiringi"
"3611","karir.a","karirnya"
"3612","aamin","amin"
"3613","teruz","terus"
"3614","kemarn","kemarin"
"3615","recomendasinya","rekomendasinya"
"3616","promoo","promo"
"3617","ongkirr","ongkir"
"3618","mskasih","terima kasih"
"3619","wowwwww","wow"
"3620","seeeemua","semua"
"3621","batesin","batasi"
"3622","bijin","bikin"
"3623","ngeidealin","mengidealkan"
"3624","bhn","bahan"
"3625","gasalah","tidak salah"
"3626","brsma","bersama"
"3627","le","boleh"
"3628","ugha","juga"
"3629","semuaaa","semua"
"3630","heeee","hai"
"3631","rame2","rame-rame"
"3632","yam","ya"
"3633","kartunin","kartun"
"3634","kyaknya","sepertinya"
"3635","abez","habis"
"3636","baaaaaang","bang"
"3637","ganteeeeng","ganteng"
"3638","entahhh","entah"
"3639","gimanaaaa","bagaimana"
"3640","duuhh","duh"
"3641","gantengnyaaaa","gantengnya"
"3642","kpn2","kapan-kapan"
"3643","pans","fan"
"3644","kuliyh","kuliah"
"3645","gantengkuuuuuu","gantengku"
"3646","atassss","atas"
"3647","orgny","orangnya"
"3648","owalaah","walah"
"3649","aslinyo","aslinya"
"3650","alissnyaa","alisnya"
"3651","masaaaa","masa"
"3652","komuk","muka"
"3653","kalahnye","kalahnya"
"3654","iyaaaa","iya"
"3655","fakultass","fakultas"
"3656","smrg","semarang"
"3657","unyu2","unyu-unyu"
"3658","koq","kok"
"3659","yyaaa","ya"
"3660","insonniaaa","insomnia"
"3661","adekx","adeknya"
"3662","azaab","azab"
"3663","gksi","tidak sih"
"3664","greged","greget"
"3665","alamiii","alami"
"3666","ktemu","ketemu"
"3667","ditayangin","ditayangkan"
"3668","ms""""","masa-masa"
"3669","meranin","memerankan"
"3670","nontonny","menontonnya"
"3671","rekomendasiiin","merekomendasikan"
"3672","sista2","sista-sista"
"3673","agan2","agan-agan"
"3674","ngg","tidak"
"3675","nanget","banget"
"3676","ngeditnya","mengeditnya"
"3677","himana","bagaimana"
"3678","kekgini","seperti begini"
"3679","subhanaallahh","subhanallah"
"3680","sangat2","sangat-sangat"
"3681","terharuuuu","terharu"
"3682","kata""""","kata-kata"
"3683","subhanallahhh","subhanallah"
"3684","tlsn","tulisan"
"3685","nagiss","menangis"
"3686","aneut","banget"
"3687","trrharu","terharu"
"3688","subhnallah","subhanallah"
"3689","allahh","allah"
"3690","suamiii","suami"
"3691","dcintai","dicintai"
"3692","klrga","keluarga"
"3693","liat'y","lihatnya"
"3694","lggeng","langgeng"
"3695","romantisny","romatisnya"
"3696","duhhh","duh"
"3697","pcar","pacar"
"3698","kakanga","kakaknya"
"3699","slw","selow"
"3700","cpa","siapa"
"3701","akuu","aku"
"3702","aelah","alah"
"3703","orabg","orang"
"3704","mukanyaa","mukanya"
"3705","kakakny","kakaknya"
"3706","woooyy","woy"
"3707","ngelucu","melucu"
"3708","bukak","buka"
"3709","mato","mata"
"3710","kareno","karena"
"3711","cino","cina"
"3712","munafikk","munafik"
"3713","meker","mikir"
"3714","indoneaia","indonesia"
"3715","benarin","membenarkan"
"3716","jaadii","jadi"
"3717","apo","apa"
"3718","nyo","nya"
"3719","miara","memiara"
"3720","jalanani","menjalani"
"3721","dalil2","dalil-dalil"
"3722","sunah2","sunah-sunah"
"3723","sdah","sudah"
"3724","benda2","benda-benda"
"3725","bilang2","bilang-bilang"
"3726","emangnya","memangnya"
"3727","rumpiin","rumpi"
"3728","hotak","botak"
"3729","ikut2","ikut-ikut"
"3730","jawabanny","jawabannya"
"3731","ajj","saja"
"3732","mikir2","memikir-mikir"
"3733","melihara","memelihara"
"3734","oooh","oh"
"3735","hidupx","hidupnya"
"3736","ngefans","fan"
"3737","lsg","langsung"
"3738","uztad","ustad"
"3739","anjingnyaa","anjingnya"
"3740","pegang2","pegang-pegang"
"3741","ilmh","ilmu"
"3742","menasehati","menasihati"
"3743","suka2","suka-suka"
"3744","kelus","kali"
"3745","hubngan","hubungan"
"3746","koclak","kocak"
"3747","bju","baju"
"3748","cinggirnyaaaa","cinggirnya"
"3749","yahhhh","ya"
"3750","miripppp","mirip"
"3751","sedikitlaahh","sedikitlah"
"3752","miriplahhhhhh","miriplah"
"3753","syediih","sedih"
"3754","mirp","mirip"
"3755","baju.a","bajunya"
"3756","wiiiihhhhhhhhh","wih"
"3757","gantheng","ganteng"
"3758","synk","sayang"
"3759","ngfans","fan"
"3760","miriiippp","mirip"
"3761","idungnya","hidungnya"
"3762","wooow","wow"
"3763","panglingg","pangling"
"3764","artisnyaa","artisnya"
"3765","dtggu","ditunggu"
"3766","trnyata","ternyata"
"3767","bgtttttttt","banget"
"3768","rapih","rapi"
"3769","buuun","bun"
"3770","iyaappps","iya"
"3771","sukse","sukses"
"3772","nih2","nih-nih"
"3773","baruu","baru"
"3774","kecptan","kecepatan"
"3775","rmbutnya","rambutnya"
"3776","giti","begitu"
"3777","penganten","pengantin"
"3778","wrn","warna"
"3779","ne","ini"
"3780","cantikkkkk","cantik"
"3781","fans","fan"
"3782","loksyut","lokasi syuting"
"3783","amfun","ampun"
"3784","k'","kak"
"3785","asuuu","asu"
"3786","kuu","ku"
"3787","dsini","disini"
"3788","dibls","dibalas"
"3789","ceklist","ceklis"
"3790","terusss","terus"
"3791","tlvn","telepon"
"3792","trkrim","terkirim"
"3793","kelaluan","kelakuan"
"3794","guanteng","ganteng"
"3795","cucok","cocok"
"3796","c","sih"
"3797","gueee","saya"
"3798","semangatt","semangat"
"3799","haduh","aduh"
"3800","mlz","malas"
"3801","emak2","emak-emak"
"3802","tante2","tante-tante"
"3803","kepoh","kepo"
"3804","jalanin","menjalani"
"3805","repong","repot"
"3806","ngrusin","mengurusi"
"3807","iy","iya"
"3808","dnk","dong"
"3809","senyumna","senyumnya"
"3810","ngejelek2in","menjelek-jelekkan"
"3811","hotx","hotnya"
"3812","cwnya","ceweknya"
"3813","mbaaahhh","mbah"
"3814","pasangn","pasangan"
"3815","sttus","status"
"3816","aama","sama"
"3817","hadeuuhhhh","aduh"
"3818","lebar2","lebar-lebar"
"3819","sstu","sesuatu"
"3820","serasiii","serasi"
"3821","cocokx","cocoknya"
"3822","emakx","emaknya"
"3823","iniiiiiiiiiiiiiii","ini"
"3824","cocookk","cocok"
"3825","kll","kalo"
"3826","arghhh","ah"
"3827","ungkapin","ungkapkan"
"3828","merrid","merit"
"3829","neh","nih"
"3830","cocokkkkk","cocok"
"3831","yaolohh","ya allah"
"3832","aee","saja"
"3833","naggung","menanggung"
"3834","battt","banget"
"3835","am","sama"
"3836","tah","teh"
"3837","luthuna","lucunya"
"3838","astagaaa","astaga"
"3839","suaraynyaa","suaranya"
"3840","duanyaa","duanya"
"3841","anjayyyy","anjay"
"3842","coeggg","coeg"
"3843","ancur","hancur"
"3844","koplak","kocak"
"3845","uaaasssiiiik","asik"
"3846","boss","bos"
"3847","nyubit","mencubit"
"3848","dede","adek"
"3849","gemez","gemas"
"3850","tium","cium"
"3851","gemeeezzzz","gemas"
"3852","ppa","papa"
"3853","papahhhnya","papahnya"
"3854","duuuhh","duh"
"3855","ginting","ganteng"
"3856","bingiiittzz","banget"
"3857","iiihh","ih"
"3858","dedeknya","adeknya"
"3859","hadeeuh","aduh"
"3860","geneeee","begini"
"3861","yooow","ya"
"3862","gemezz","gemas"
"3863","gayax","gayanya"
"3864","infpyunnnn","ampun"
"3865","paraaah","parah"
"3866","papiii","papi"
"3867","kamunyaa","kamunya"
"3868","ngambek","mengambek"
"3869","haduuuh","aduh"
"3870","kapaan","kapan"
"3871","nginjek","menginjak"
"3872","putihnyaa","putihnya"
"3873","ituuuu","itu"
"3874","omaaaaaaakk","oma"
"3875","loncattt","loncat"
"3876","didatengin","didatangi"
"3877","abg","abang"
"3878","kmariiin","kemarin"
"3879","ayoklaa","ayolah"
"3880","jelasssss","jelas"
"3881","kaliiin","kalian"
"3882","ujunggg","ujung"
"3883","kaakaaaa","kakak"
"3884","srruu","seru"
"3885","kannn","kan"
"3886","jmpaaaa","jumpa"
"3887","yukkk","yuk"
"3888","haii","hai"
"3889","syukaaakkk","suka"
"3890","dengeeriin","dengarkan"
"3891","yakaliiiii","yakali"
"3892","atuhh","atuh"
"3893","ngertii","mengerti"
"3894","apalgi","apalagi"
"3895","akuh","aku"
"3896","mesrany","mesranya"
"3897","jendes","janda"
"3898","ngggk","tidak"
"3899","coccokk","cocok"
"3900","msa","masa"
"3901","jendesss","janda"
"3902","klepek2","klepek-klepek"
"3903","bngtttt","banget"
"3904","ponakn","ponakan"
"3905","tantee","tante"
"3906","gadiss","gadis"
"3907","tpy","tapi"
"3908","jnda","janda"
"3909","bngy","banget"
"3910","bujngn","bujangan"
"3911","ngp","mengapa"
"3912","padetan","padatan"
"3913","bawa2","bawa-bawa"
"3914","nyobain","mencoba"
"3915","pcaran","pacaran"
"3916","or","orang"
"3917","tdak","tidak"
"3918","prcuma","percuma"
"3919","langgengggg","langgeng"
"3920","sekaliiiii","sekali"
"3921","anehhh","aneh"
"3922","hayal","khayal"
"3923","bedua","berdua"
"3924","bapeerr","bawa perasaan"
"3925","keinget","teringat"
"3926","merekak","mereka"
"3927","kreeenn","keren"
"3928","abisss","habis"
"3929","kocaaaakkk","kocak"
"3930","abiiiss","habis"
"3931","pass","pas"
"3932","personill","personil"
"3933","lengkapp","lengkap"
"3934","ampuuun","ampun"
"3935","iiihhhh","ih"
"3936","flim.a","filmnya"
"3937","trusan.a","terusannya"
"3938","tdung","tudung"
"3939","gangguin","mengganggu"
"3940","lgkah2","langkah-langkah"
"3941","taw","tau"
"3942","cntiiikkk","cantik"
"3943","tegaar","tegar"
"3944","sktlrang","sekarang"
"3945","kangeeeennnnn","kangen"
"3946","sjk","sejak"
"3947","tambh","tambah"
"3948","nangiis","menangis"
"3949","nyaaaaaaaaa","nya"
"3950","bundaa","bunda"
"3951","duuhhhhh","duh"
"3952","gaada","tidak ada"
"3953","malsudnya","maksudnya"
"3954","lluuccuu","lucu"
"3955","siappa","siapa"
"3956","martabakk","martabak"
"3957","skali2","sekali-kali"
"3958","kueren2","keren-keren"
"3959","abgnya","abangnya"
"3960","warkop","warung kopi"
"3961","hayuu","hayo"
"3962","kenapaa","kenapa"
"3963","ilang2an","hilang-hilangan"
"3964","ayooook","ayo"
"3965","astagaaaaaaaa","astaga"
"3966","inihhh","ini"
"3967","oom","om"
"3968","mansetan","bermanset"
"3969","cadasss","cadas"
"3970","kereeeeennn","keren"
"3971","temen""""","teman-teman"
"3972","telefisi","televisi"
"3973","nikmatin","menikmati"
"3974","mantappp","mantap"
"3975","mbahh","mbah"
"3976","giitu","begitu"
"3977","mtanya","matanya"
"3978","cpit","sipit"
"3979","dee","dek"
"3980","sumvahh","sumpah"
"3981","tamvann","tampan"
"3982","yap","ya"
"3983","guaaaaaaa","saya"
"3984","capa","sapa"
"3985","ngakakkk","mengakak"
"3986","liaat","lihat"
"3987","gantweng","ganteng"
"3988","anjjjjjjjj","anjing"
"3989","gakwad","tidak kuat"
"3990","seru2","seru-seru"
"3991","iniii","ini"
"3992","favoriteeee","favorit"
"3993","adaa","ada"
"3994","dinyanyiin","dinyanyikan"
"3995","seruu","seru"
"3996","nyengir","menyengir"
"3997","temennya","temannya"
"3998","klk","kelak"
"3999","brjdh","berjodoh"
"4000","akhrt","akhirat"
"4001","kangennnnn","kangen"
"4002","kanggen","kangen"
"4003","kangennnnnnn","kangen"
"4004","ysh","ya"
"4005","sypa","siapa"
"4006","nangisss","menangis"
"4007","brjodoh","berjodoh"
"4008","kaliann","kalian"
"4009","barengg","bareng"
"4010","kpnpun","kapanpun"
"4011","mendj","menjadi"
"4012","allahhhh","allah"
"4013","merindinggg","merinding"
"4014","amiennnn","amien"
"4015","iihh","ih"
"4016","lhir","lahir"
"4017","udeh","sudah"
"4018","menjdi","menjadi"
"4019","debay","adek bayi"
"4020","bangeer","banget"
"4021","lafazd","lafaz"
"4022","pmbyran","pembayaran"
"4023","plsa","pulsa"
"4024","dimana""""","dimana-mana"
"4025","sokk","sok"
"4026","ngambekan","ambekan"
"4027","sma2","sama-sama"
"4028","ngom","mengomong"
"4029","toloollll","tolol"
"4030","bodhooo","bodoh"
"4031","peliharaaaa","pelihara"
"4032","makanyaa","makanya"
"4033","ati""""","hati-hati"
"4034","kemakan","termakan"
"4035","bodhoo","bodoh"
"4036","siihhh","sih"
"4037","andaaa","anda"
"4038","buktinyaaa","buktinya"
"4039","smuaaa","semua"
"4040","ngambeknya","mengambeknya"
"4041","kebongkar","terbongkar"
"4042","tapii","tapi"
"4043","kasiian","kasihan"
"4044","diladenin","diladeni"
"4045","comen","komen"
"4046","ngtif","negatif"
"4047","comntr","komentar"
"4048","kaliannn","kalian"
"4049","brdiri","berdiri"
"4050","mulutny","mulutnya"
"4051","msalah","masalah"
"4052","trserh","terserah"
"4053","waduuuuh","waduh"
"4054","ngedukung","mendukung"
"4055","dihpus","dihapus"
"4056","mrekaa","mereka"
"4057","cakeeeeppp","cakep"
"4058","benerr","benar"
"4059","brg""""","bareng-bareng"
"4060","baanget","banget"
"4061","anjaaaayyyyyy","anjay"
"4062","ngetsz","banget"
"4063","utkmu","untukmu"
"4064","anj","anjing"
"4065","merekaa","mereka"
"4066","kann","kan"
"4067","dieee","dia"
"4068","yaahh","ya"
"4069","hijap","hijab"
"4070","ternodain","ternodai"
"4071","ngeri2","ngeri-ngeri"
"4072","mn","mana"
"4073","kt2","kata-kata"
"4074","agk","agak"
"4075","slhkan","salahkan"
"4076","jilbabny","jilbabnya"
"4077","perilakuny","perilakunya"
"4078","ketaatanny","ketaatannya"
"4079","kepda","kepada"
"4080","sblmny","sebelumnya"
"4081","bljr","belajar"
"4082","pedulilaaaah","pedulilah"
"4083","ingetin","mengingatkan"
"4084","terjrumus","terjerumus"
"4085","stuju","setuju"
"4086","sbb","sebab"
"4087","igtlah","ingatlah"
"4088","dtgkan","datangkan"
"4089","benahin","membenahi"
"4090","ohhhh","oh"
"4091","yapp","ya"
"4092","jauhh","jauh"
"4093","bingitt","banget"
"4094","buka2an","buka-bukaan"
"4095","ngembali","kembali"
"4096","semngat","semangat"
"4097","lekong","laki"
"4098","kacauuuu","kacau"
"4099","ngimpi","mimpi"
"4100","owh","oh"
"4101","ngerampas","merampas"
"4102","ngehancurin","menghancurkan"
"4103","ngungkit2","mengungkit-ungkit"
"4104","kaleee","kali"
"4105","caranga","caranya"
"4106","usa","usah"
"4107","dipikirin","dipikirkan"
"4108","nunduk","menunduk"
"4109","tembemmm","tembem"
"4110","lucuuuuuuuuuu","lucu"
"4111","bundaaa","bunda"
"4112","nyubitt","mencubit"
